Round,Population,Range,Family,Replicate,daytemp,nighttemp,StemIN,StemOUT,secondarytotIN,secondarytotOUT,AvgsecondaryIN,AvgsecondaryOUT
4,I6,I,285,0.06,20,10,2.7,6.3,4,5,0.3,6
4,I6,I,286,0.02,45,35,1.3,2.2,4,7,0.3,1.3
3,I6,I,288,0.01,40,30,1.2,2.2,6,6,0.3,2.6
3,I6,I,288,0.02,40,30,2.2,2.2,2,9,0.3,1
4,I6,I,285,0.04,25,15,0.7,1.3,3,5,0.4,3.7
4,I6,I,288,0.02,45,35,1.2,3.1,3,4,0.4,1.1
4,I6,I,284,0.04,25,15,3,11.5,4,6,0.5,4.3
4,I6,I,285,0.05,20,10,1.9,2.6,6,11,0.5,3.5
3,I6,I,285,0.04,30,20,3.3,9.5,5,10,0.5,2.8
3,I6,I,285,0.06,45,35,3.3,5.2,5,8,0.5,3.2
3,I6,I,286,0.04,30,20,3.6,10.6,4,8,0.5,2.8
3,I6,I,286,0.02,40,30,4.3,12.2,3,13,0.5,2.8
5,I6,I,286,0.01,10,0,2.8,3.6,4,6,0.5,0.5
5,I6,I,286,0.02,10,0,6.1,7.3,6,9,0.5,0.8
5,I6,I,285,0.01,10,0,3.2,3.8,6,6,0.5,1
3,I6,I,285,0.01,40,30,1.7,3.7,6,10,0.6,2.1
4,I6,I,286,0.05,20,10,2.4,5.1,6,10,0.6,2.3
3,I6,I,286,0.03,30,20,4.9,11.2,5,17,0.6,4.4
3,I6,I,286,0.05,45,35,6.2,9.2,7,5,0.6,1.7
3,I6,I,288,0.03,30,20,1.4,3,7,10,0.6,1.5
3,I6,I,288,0.05,45,35,2.7,0,6,0,0.6,NA
4,I6,I,288,0.01,45,35,0.7,0.8,5,8,0.6,1.9
3,I6,I,285,0.03,30,20,1.8,8.1,5,9,0.7,4.5
4,I6,I,285,0.02,45,35,4.2,4.9,6,10,0.7,1.3
4,I6,I,286,0.04,25,15,4.3,8.3,6,4,0.7,3.1
3,I6,I,288,0.06,45,35,2.7,2.7,7,5,0.7,0.8
5,I6,I,285,0.02,10,0,2.2,2.7,4,6,0.7,1.3
3,I6,I,284,0.05,45,35,5.6,0,7,0,0.8,NA
4,I6,I,286,0.03,25,15,3.5,4.4,6,13,0.8,6.5
4,I6,I,286,0.01,45,35,4.9,6.8,6,8,0.8,1.3
4,I6,I,288,0.04,25,15,0.6,1.6,2,11,0.8,2.6
3,I6,I,284,0.06,45,35,8.1,0,10,0,0.9,NA
4,I6,I,284,0.02,45,35,3,0,2,0,0.9,0
4,I6,I,288,0.05,20,10,0.9,1,5,6,0.9,2.5
5,I6,I,284,0.01,10,0,5.3,6.6,7,10,0.9,0.9
5,I6,I,288,0.02,10,0,1.7,2.2,6,6,0.9,1.2
4,I6,I,284,0.05,20,10,6.2,13.7,6,14,1,3.3
3,I6,I,284,0.02,40,30,5.8,10.1,8,15,1,2.7
3,I6,I,288,0.04,30,20,2,5.1,6,11,1,4.8
3,I6,I,285,0.05,45,35,4.1,4.7,6,6,1.1,1.7
4,I6,I,285,0.01,45,35,3.1,4.6,4,6,1.1,1.3
4,I6,I,284,0.06,20,10,7.9,19.1,6,10,1.2,3.1
3,I6,I,286,0.06,45,35,5.8,0,8,0,1.2,NA
5,I6,I,288,0.01,10,0,0.8,0.8,8,8,1.2,1.5
3,I6,I,284,0.03,30,20,6.7,20,10,17,1.3,6.2
3,I6,I,285,0.02,40,30,1.8,3.2,6,7,1.5,3
4,I6,I,286,0.06,20,10,7.7,15.6,6,10,1.5,3.1
4,I6,I,288,0.06,20,10,2.2,3.8,4,6,1.5,2.3
5,I6,I,284,0.02,10,0,5.5,6.7,9,9,2.2,3
4,I7,I,292,0.06,20,10,4.7,11.7,0,0,0,0
3,I7,I,292,0.03,30,20,2.9,8.2,0,0,0,0
3,I7,I,292,0.04,30,20,3.8,12.3,0,1,0,4.5
3,I7,I,292,0.02,40,30,3.1,7.4,0,0,0,0
3,I7,I,292,0.05,45,35,4,5.8,0,0,0,0
3,I7,I,292,0.06,45,35,5.3,5.4,0,0,0,0
4,I7,I,292,0.02,45,35,1.8,0,0,0,0,0
4,I7,I,292,0.01,45,35,2.6,3.4,0,0,0,0
4,I7,I,289,0.04,25,15,2.2,3.1,1,2,0.2,1
3,I7,I,289,0.05,45,35,3.2,0,4,0,0.2,NA
4,I7,I,290,0.02,45,35,2.8,3.3,8,10,0.2,0.6
3,I7,I,292,0.01,40,30,2,5.3,1,2,0.3,2.6
3,I7,I,289,0.04,30,20,4.7,13.3,8,13,0.4,3.4
4,I7,I,289,0.02,45,35,2.6,2.5,4,5,0.4,0.9
3,I7,I,290,0.03,30,20,2.4,9.8,6,12,0.4,2.3
4,I7,I,291,0.02,45,35,0.8,1.2,2,4,0.4,0.6
5,I7,I,292,0.01,10,0,3.3,4.2,6,8,0.4,0.5
4,I7,I,289,0.03,25,15,3.5,9.9,4,6,0.5,3.5
3,I7,I,289,0.03,30,20,0.5,5.7,4,8,0.5,2
4,I7,I,290,0.03,25,15,3.3,8.1,8,9,0.5,4
3,I7,I,290,0.02,40,30,1.7,2.2,4,6,0.5,3.3
4,I7,I,290,0.01,45,35,2.5,2.7,6,6,0.5,0.8
3,I7,I,291,0.04,30,20,1.3,13.3,6,8,0.5,6.3
4,I7,I,292,0.03,25,15,4.2,8.6,2,2,0.5,5.1
4,I7,I,289,0.06,20,10,2.5,2.6,6,12,0.6,3.6
3,I7,I,290,0.01,40,30,2.2,4.6,8,11,0.6,5.3
3,I7,I,291,0.05,45,35,5.3,5.9,8,5,0.6,1
4,I7,I,291,0.01,45,35,4.2,5.7,7,9,0.6,1.3
5,I7,I,289,0.02,10,0,4.3,4.7,5,8,0.6,1.1
3,I7,I,289,0.06,45,35,3.4,0,6,0,0.7,NA
4,I7,I,290,0.06,20,10,3.3,6.2,8,11,0.7,2.7
3,I7,I,290,0.05,45,35,1.5,2.5,6,6,0.7,1.2
3,I7,I,291,0.03,30,20,3.5,13.1,9,11,0.7,5.8
3,I7,I,291,0.02,40,30,3.2,10.1,8,10,0.7,2.2
3,I7,I,289,0.02,40,30,4.2,10,7,12,0.8,2.4
4,I7,I,292,0.05,20,10,7.3,14.9,8,8,0.8,4.6
5,I7,I,291,0.01,10,0,4.5,4.5,7,7,0.8,1.2
5,I7,I,292,0.02,10,0,7.1,7.3,5,5,1,1.5
4,I7,I,291,0.06,20,10,3.2,5.5,5,10,1.1,7.5
4,I7,I,292,0.04,25,15,4.6,12.8,6,8,1.1,4.7
3,I7,I,290,0.04,30,20,1.9,4.5,6,12,1.2,4.3
4,I7,I,291,0.04,25,15,3.7,5.5,6,8,1.2,3.2
5,I7,I,291,0.02,10,0,4.7,4.7,9,9,1.2,1.5
5,I7,I,289,0.01,10,0,4.5,5.1,8,8,1.2,1.6
3,I7,I,289,0.01,40,30,4.7,8.7,5,11,1.3,1.8
4,I7,I,290,0.04,25,15,2.3,3.1,6,10,1.3,3.1
5,I7,I,290,0.01,10,0,2.2,2.2,10,10,1.5,1.5
4,I7,I,289,0.05,20,10,2.7,4.7,4,11,1.6,3.2
3,I7,I,291,0.06,45,35,4.8,0,8,0,1.6,NA
3,I7,I,290,0.06,45,35,3.3,4.5,7,8,1.8,1.3
5,I7,I,290,0.02,10,0,2.1,3.3,8,10,2,2.4
4,I7,I,291,0.05,20,10,7.3,14.1,10,12,2.1,5.2
4,I7,I,290,0.05,20,10,3.2,5.2,8,12,2.2,2.7
4,I7,I,289,0.01,45,35,1.3,1.6,4,8,2.5,1.1
3,I7,I,291,0.01,40,30,2.1,8.8,7,10,6,1.3
4,I8,I,296,0.05,20,10,1.5,1.2,0,4,0,0.3
4,I8,I,296,0.06,20,10,0.3,1.2,0,0,0,0
4,I8,I,295,0.03,25,15,3.1,2.8,2,4,0.1,0.2
4,I8,I,294,0.02,45,35,1.2,1.6,4,6,0.3,0.7
4,I8,I,295,0.01,45,35,3.7,0,2,0,0.3,0
4,I8,I,296,0.01,45,35,1.3,1.8,3,5,0.3,0.4
4,I8,I,294,0.06,20,10,3.7,4.3,4,7,0.4,3.2
3,I8,I,294,0.03,30,20,1.4,2,5,5,0.4,4.1
3,I8,I,294,0.04,30,20,1.6,7.5,8,8,0.4,3.8
4,I8,I,296,0.03,25,15,2.2,3,4,8,0.5,2.6
4,I8,I,296,0.02,45,35,2.3,2.2,3,5,0.5,1.2
3,I8,I,295,0.03,30,20,4.5,12.5,9,10,0.6,3.1
4,I8,I,295,0.02,45,35,2.2,2.8,2,5,0.6,0.9
4,I8,I,296,0.04,25,15,2.7,7.5,8,12,0.6,1.8
5,I8,I,296,0.02,10,0,2.3,2.3,3,5,0.6,0.7
4,I8,I,294,0.04,25,15,0.5,1,7,8,0.7,2.1
3,I8,I,294,0.01,40,30,4.2,6.2,6,8,0.7,2.6
3,I8,I,294,0.02,40,30,3.2,7.5,6,8,0.7,3.5
3,I8,I,294,0.05,45,35,3.2,3.9,5,8,0.7,1.6
4,I8,I,295,0.04,25,15,3.9,7.6,6,9,0.7,1.9
3,I8,I,295,0.04,30,20,3.4,10.9,6,10,0.7,3.8
3,I8,I,295,0.06,45,35,3.2,0,6,0,1,NA
5,I8,I,294,0.01,10,0,5.3,5.3,7,8,1,2.1
5,I8,I,296,0.01,10,0,2.1,2.1,3,6,1.1,1.1
4,I8,I,294,0.05,20,10,4.1,4.5,8,7,1.2,2.3
3,I8,I,294,0.06,45,35,2.2,0,6,2,1.2,1.2
4,I8,I,294,0.01,45,35,2,1.6,4,10,1.2,1.6
4,I8,I,295,0.06,20,10,2.3,3.8,4,7,1.2,3.8
5,I8,I,294,0.02,10,0,0.9,1,8,8,1.2,3.1
4,I8,I,295,0.05,20,10,1.9,4.1,6,9,1.4,1.5
3,I8,I,295,0.05,45,35,3.1,5.1,6,6,1.4,1.8
4,I8,I,294,0.03,25,15,1,2.4,7,7,1.7,6.5
3,I8,I,295,0.01,40,30,3,8.7,6,8,1.7,5
3,I8,I,295,0.02,40,30,5.7,11.4,6,12,1.7,2.9
5,I8,I,295,0.02,10,0,6.3,6.7,8,8,2,2.5
5,I8,I,295,0.01,10,0,3.7,4.4,4,6,2.1,3.2
4,I9,I,300,0.02,45,35,2.5,0,0,0,0,0
4,I9,I,301,0.03,25,15,1.4,2,0,4,0,0.5
3,I9,I,301,0.05,45,35,2.1,0,3,0,0.1,NA
4,I9,I,301,0.01,45,35,1.3,1.5,4,6,0.2,0.3
4,I9,I,298,0.04,25,15,1.5,4.5,4,6,0.3,1.4
4,I9,I,298,0.02,45,35,3.9,1.5,7,2,0.3,2.3
4,I9,I,300,0.03,25,15,0.7,1.6,1,4,0.3,0.6
4,I9,I,301,0.04,25,15,2.4,7,5,11,0.3,5.5
4,I9,I,301,0.02,45,35,1.5,2.9,4,8,0.3,0.7
3,I9,I,300,0.02,40,30,1.2,2.7,3,8,0.4,3.2
4,I9,I,300,0.01,45,35,3.7,1.5,6,0,0.4,0
3,I9,I,301,0.01,40,30,2.3,7.2,7,13,0.4,1.4
4,I9,I,298,0.03,25,15,3.6,10,7,8,0.5,5.8
3,I9,I,298,0.03,30,20,2.8,9.1,7,11,0.5,2.5
3,I9,I,301,0.02,40,30,2.2,6.6,7,11,0.5,1.8
3,I9,I,301,0.06,45,35,3.2,5.1,12,12,0.5,0.8
5,I9,I,301,0.01,10,0,3.1,4.3,6,8,0.5,0.6
3,I9,I,298,0.04,30,20,2.4,9.7,6,10,0.6,3.2
4,I9,I,300,0.04,25,15,1.2,2.3,2,7,0.6,2.7
4,I9,I,301,0.05,20,10,2.9,5.2,4,6,0.6,3.3
4,I9,I,301,0.06,20,10,1.6,5.4,4,7,0.6,1.7
5,I9,I,301,0.02,10,0,4.5,5.7,7,8,0.6,0.9
3,I9,I,298,0.01,40,30,2.9,7.2,6,12,0.7,1.6
3,I9,I,298,0.06,45,35,3.4,0,6,0,0.7,NA
3,I9,I,300,0.01,40,30,1.7,4.1,6,11,0.7,2.5
3,I9,I,301,0.04,30,20,3.1,6.7,8,14,0.7,3.3
5,I9,I,298,0.01,10,0,4.7,6.1,2,6,0.7,0.7
4,I9,I,298,0.05,20,10,2,6.2,5,8,0.8,1.5
3,I9,I,298,0.02,40,30,1.2,7.5,2,7,0.8,1.8
3,I9,I,300,0.05,45,35,0.8,1.3,4,5,0.8,1.5
5,I9,I,300,0.02,10,0,0.7,1.7,6,6,0.8,1.4
4,I9,I,298,0.06,20,10,3.3,18,8,9,0.9,3.2
4,I9,I,298,0.01,45,35,3.2,0,7,1,0.9,0
5,I9,I,298,0.02,10,0,2.1,2.8,4,8,1,1
4,I9,I,300,0.05,20,10,1.1,2.1,6,7,1.1,2.5
3,I9,I,301,0.03,30,20,2.3,7.4,7,12,1.1,4.2
5,I9,I,300,0.01,10,0,1.6,2.3,2,5,1.1,2.4
3,I9,I,300,0.04,30,20,1.5,3,6,8,1.2,4.6
3,I9,I,300,0.03,30,20,1.2,3.2,5,7,1.3,4.5
3,I9,I,300,0.06,45,35,2.1,0,8,0,1.5,NA
3,I9,I,298,0.05,45,35,2.3,0,7,0,1.7,NA
4,N10,N,65,0.01,45,35,1.2,1.1,2,8,0.2,1.9
4,N10,N,66,0.01,45,35,1.8,0,2,0,0.2,0
4,N10,N,65,0.02,45,35,1.2,1.2,6,6,0.3,0.6
4,N10,N,66,0.04,25,15,2.6,7.3,5,17,0.3,2.7
4,N10,N,66,0.03,25,15,2.6,8.6,4,11,0.3,2.6
3,N10,N,66,0.02,40,30,2.2,4.5,6,14,0.3,2
4,N10,N,67,0.03,25,15,2.3,5.1,6,10,0.4,3.6
3,N10,N,67,0.03,30,20,2.9,4.5,8,12,0.4,3.7
3,N10,N,67,0.05,45,35,2.7,2.6,10,8,0.4,0.7
4,N10,N,67,0.02,45,35,1.8,2.1,4,4,0.4,0.6
4,N10,N,67,0.01,45,35,4.1,5,10,13,0.4,1.8
4,N10,N,65,0.04,25,15,1.8,3.5,4,14,0.5,3.6
3,N10,N,65,0.03,30,20,1.9,3.6,7,14,0.5,5.3
3,N10,N,67,0.01,40,30,1.7,3.7,6,8,0.5,2.5
3,N10,N,66,0.06,45,35,2.1,3.4,6,8,0.6,1.8
4,N10,N,65,0.05,20,10,1.6,1.8,6,16,0.7,4.1
4,N10,N,65,0.03,25,15,1.7,2.8,9,16,0.7,5.2
3,N10,N,65,0.06,45,35,5.3,0,7,0,0.7,NA
3,N10,N,66,0.01,40,30,1.6,5.3,6,12,0.7,2.3
3,N10,N,65,0.04,30,20,5.6,16.6,8,12,0.8,8.7
4,N10,N,66,0.05,20,10,3.7,8.1,6,14,0.8,1.6
4,N10,N,67,0.06,20,10,1.8,3.3,7,14,0.8,2.7
3,N10,N,65,0.05,45,35,1.3,1.7,8,12,0.9,2.7
3,N10,N,66,0.05,45,35,1.2,2.6,7,10,1.1,1.2
4,N10,N,67,0.05,20,10,3.3,5.7,8,17,1.1,3.5
3,N10,N,67,0.06,45,35,2.2,3.3,12,14,1.1,1.3
4,N10,N,65,0.06,20,10,2.7,3.4,8,12,1.2,2.6
3,N10,N,66,0.03,30,20,2.1,6.6,10,20,1.2,6.5
3,N10,N,66,0.04,30,20,1.7,7.2,6,16,1.2,5.5
3,N10,N,67,0.02,40,30,1.6,2.2,8,14,1.2,2.7
4,N10,N,66,0.06,20,10,2.6,2.6,8,17,1.3,6.6
3,N10,N,67,0.04,30,20,3.8,6.8,8,14,1.3,3.6
5,N10,N,66,0.01,10,0,6.6,7.6,10,12,1.3,2.2
4,N10,N,67,0.04,25,15,3.6,8.6,8,16,1.4,4.3
5,N10,N,67,0.02,10,0,4.5,5.3,10,12,1.5,1.7
3,N10,N,65,0.02,40,30,4.7,6.5,12,16,1.6,4.7
3,N10,N,65,0.01,40,30,6.6,10,8,18,1.7,8.7
5,N10,N,65,0.01,10,0,2.5,3.7,12,12,2.2,3.6
5,N10,N,66,0.02,10,0,3.3,4.2,6,7,2.4,2.4
5,N10,N,65,0.02,10,0,2.4,2.8,12,13,2.4,3.2
4,N12,N,81,0.04,25,15,2.6,4.8,3,8,0.2,2
4,N12,N,81,0.02,45,35,0.9,1.2,2,6,0.2,0.2
4,N12,N,82,0.04,25,15,1.1,2.5,1,3,0.2,2.2
4,N12,N,81,0.05,20,10,1.8,5.5,4,12,0.3,2.2
4,N12,N,82,0.02,45,35,3.4,0,2,0,0.3,0
4,N12,N,84,0.03,25,15,2.2,2.1,3,7,0.3,2.1
4,N12,N,84,0.04,25,15,2.1,3.1,5,7,0.4,0.7
3,N12,N,82,0.03,30,20,0.9,3.9,1,5,0.5,1.3
4,N12,N,82,0.01,45,35,6.1,7.5,8,6,0.5,2.1
4,N12,N,84,0.05,20,10,2.2,6,4,15,0.5,3.5
3,N12,N,84,0.01,40,30,3.2,5.1,9,10,0.5,3.2
3,N12,N,84,0.06,45,35,2.3,2.7,7,11,0.5,0.3
4,N12,N,81,0.06,20,10,3.7,6.6,7,12,0.6,2.1
3,N12,N,81,0.04,30,20,3.1,10.2,9,10,0.6,4.1
3,N12,N,82,0.01,40,30,1.9,3.3,6,10,0.6,0.5
3,N12,N,81,0.05,45,35,5.7,0,10,0,0.7,NA
3,N12,N,82,0.05,45,35,2.1,0,10,0,0.7,NA
3,N12,N,84,0.05,45,35,3.2,3.7,9,8,0.7,0.9
3,N12,N,81,0.06,45,35,2.9,0,7,3,0.8,1.3
4,N12,N,82,0.05,20,10,3.6,8.5,5,10,0.8,2.1
3,N12,N,82,0.04,30,20,2.3,2.7,4,6,0.8,4.3
3,N12,N,81,0.03,30,20,3.4,12,8,12,0.9,3
5,N12,N,84,0.01,10,0,3.7,5.5,7,9,1,1.7
3,N12,N,84,0.03,30,20,3.7,6,8,12,1.1,1.1
3,N12,N,81,0.01,40,30,4.6,6.4,8,11,1.2,2.8
4,N12,N,84,0.02,45,35,3.5,0,6,0,1.2,0
4,N12,N,84,0.01,45,35,4.1,5.1,6,10,1.2,0.7
5,N12,N,84,0.02,10,0,4.7,6,8,12,1.2,2.2
3,N12,N,81,0.02,40,30,4.7,9.8,10,12,1.3,4.1
5,N12,N,82,0.01,10,0,6.9,7.9,8,10,1.3,2.3
4,N12,N,84,0.06,20,10,4.2,8.7,8,16,1.4,4.2
4,N12,N,81,0.03,25,15,7.1,12.5,8,12,1.5,3.6
5,N12,N,81,0.02,10,0,6.1,7.3,8,9,1.6,3.2
4,N12,N,81,0.01,45,35,5.3,5.1,5,7,1.7,1.4
4,N12,N,82,0.06,20,10,4.6,8.5,2,12,1.7,3.5
5,N12,N,81,0.01,10,0,7.3,9.3,8,10,1.7,2.8
3,N12,N,82,0.06,45,35,3.6,0,5,0,2.1,NA
5,N12,N,82,0.02,10,0,4.8,5.3,6,10,2.1,2.7
4,N16,N,137,0.03,25,15,1.5,3.7,0,8,0,1.9
4,N16,N,137,0.04,25,15,1.2,1.7,0,8,0,1.1
3,N16,N,137,0.05,45,35,1.8,1.9,0,1,0,0.1
4,N16,N,137,0.01,45,35,1,0,0,0,0,0
4,N16,N,137,0.02,45,35,0.6,0.6,0,0,0,0
4,N16,N,140,0.05,20,10,3.2,3.8,0,0,0,0
4,N16,N,140,0.06,20,10,2.9,4.3,0,3,0,2.7
4,N16,N,140,0.03,25,15,3.1,5.5,0,6,0,1.9
4,N16,N,140,0.04,25,15,2.9,4.1,0,0,0,0
4,N16,N,140,0.01,45,35,2.3,0,0,0,0,0
4,N16,N,140,0.02,45,35,0.5,0.5,0,0,0,0
3,N16,N,137,0.03,30,20,1.7,2.2,4,8,0.1,2.5
3,N16,N,137,0.06,45,35,2.6,0,3,0,0.1,NA
4,N16,N,139,0.06,20,10,2.3,2.9,1,8,0.2,1.2
3,N16,N,139,0.03,30,20,2.4,3.7,4,8,0.2,2.5
3,N16,N,139,0.04,30,20,1.2,1.2,4,6,0.2,3.2
3,N16,N,140,0.01,40,30,2.2,3.6,4,7,0.2,1.8
3,N16,N,139,0.01,40,30,2.3,2.3,5,6,0.3,2.5
3,N16,N,139,0.02,40,30,1.8,4,6,6,0.3,1.6
3,N16,N,139,0.05,45,35,1.1,0,7,0,0.3,2.2
4,N16,N,139,0.01,45,35,0.6,0.6,1,2,0.3,0.6
4,N16,N,139,0.05,20,10,1.3,1.3,1,1,0.4,1.8
4,N16,N,139,0.03,25,15,1.2,2.1,2,7,0.4,2.2
4,N16,N,139,0.04,25,15,2.7,5.2,8,12,0.4,2.3
3,N16,N,140,0.04,30,20,2.1,6.1,2,4,0.4,5.5
5,N16,N,139,0.02,10,0,2.3,2.4,2,6,0.5,0.5
3,N16,N,139,0.06,45,35,1.6,2,6,4,0.6,1.1
3,N16,N,140,0.05,45,35,2.3,0,4,0,0.6,NA
3,N16,N,137,0.04,30,20,1.4,2.6,2,6,0.7,1.3
4,N16,N,139,0.02,45,35,0.8,0.5,3,6,0.7,1
5,N16,N,140,0.02,10,0,3.2,3.7,8,10,0.7,1.3
3,N16,N,137,0.01,40,30,4.2,2.5,6,5,0.8,2.2
3,N16,N,140,0.06,45,35,2.5,2.6,2,2,0.8,0.8
5,N16,N,137,0.01,10,0,1.3,1.3,3,7,0.8,1.1
5,N16,N,139,0.01,10,0,0.9,1.2,5,6,0.8,1.6
3,N16,N,140,0.03,30,20,2.2,5.5,5,7,1.1,3.3
4,N16,N,137,0.05,20,10,1.3,1.6,5,7,1.2,2.4
3,N16,N,140,0.02,40,30,1.8,3,6,8,1.2,2.6
3,N16,N,137,0.02,40,30,4.1,4.3,2,6,1.7,1.1
4,N16,N,137,0.06,20,10,1.3,1.7,5,6,1.9,1.8
5,N16,N,137,0.02,10,0,1.7,2,6,7,2.1,2.2
5,N16,N,140,0.01,10,0,2.4,2.5,2,2,2.5,3.2
4,N18,N,147,0.03,25,15,0.7,3.7,0,4,0,1.3
4,N18,N,148,0.04,25,15,2.1,2.6,0,1,0,1.3
4,N18,N,147,0.06,20,10,2.2,2.6,6,7,0.2,3.3
3,N18,N,148,0.04,30,20,3.1,5.2,4,13,0.2,2.1
4,N18,N,148,0.02,45,35,0.7,0.8,2,2,0.2,0.6
3,N18,N,147,0.06,45,35,2.2,2.2,2,2,0.3,0.9
3,N18,N,147,0.01,40,30,1.7,2.3,5,9,0.4,1.1
5,N18,N,147,0.02,10,0,2.7,2.7,3,7,0.4,0.7
5,N18,N,148,0.01,10,0,3.5,5.2,2,2,0.4,0.9
3,N18,N,147,0.04,30,20,3.3,3.5,6,11,0.5,3.5
3,N18,N,147,0.02,40,30,1.1,1.8,4,7,0.5,3.8
3,N18,N,148,0.03,30,20,1,4.8,4,10,0.5,3.7
4,N18,N,148,0.01,45,35,1.2,1.7,5,6,0.5,0.8
4,N18,N,148,0.03,25,15,0.8,1.3,3,9,0.6,2.6
3,N18,N,148,0.02,40,30,0.8,1.7,2,4,0.6,2.4
5,N18,N,147,0.01,10,0,2.8,3.3,2,7,0.6,0.6
4,N18,N,147,0.04,25,15,2,1.2,2,6,0.7,1.6
4,N18,N,147,0.02,45,35,2.6,2.7,2,2,0.7,1.3
3,N18,N,148,0.01,40,30,1.2,3.7,4,7,0.7,1.8
4,N18,N,147,0.01,45,35,1.2,0,1,2,0.8,0.7
3,N18,N,148,0.05,45,35,3.3,3.7,8,10,0.9,0.4
3,N18,N,148,0.06,45,35,2.8,0,1,0,0.9,NA
3,N18,N,147,0.05,45,35,1.5,1.8,8,7,1.1,1.4
3,N18,N,147,0.03,30,20,2.9,8.5,5,10,1.2,5.4
5,N18,N,148,0.02,10,0,2.6,3.1,8,8,1.3,1.7
4,N18,N,148,0.06,20,10,2.2,2.6,2,6,1.5,1.7
4,N18,N,148,0.05,20,10,1.9,2.7,9,10,1.7,3.1
4,N19,N,153,0.05,20,10,1.3,2.3,0,0,0,0
4,N19,N,153,0.03,25,15,1.3,2.7,0,4,0,4.2
4,N19,N,153,0.01,45,35,0.4,0.6,0,0,0,0
4,N19,N,154,0.03,25,15,1.2,3.3,0,7,0,2.3
4,N19,N,154,0.02,45,35,3.2,0,0,0,0,0
5,N19,N,154,0.01,10,0,2.3,2.3,0,0,0,0
3,N19,N,153,0.03,30,20,1.7,3.7,4,7,0.2,2.1
4,N19,N,153,0.02,45,35,1.4,2.5,3,4,0.2,0.3
3,N19,N,154,0.03,30,20,1.4,6.5,3,6,0.3,5
3,N19,N,153,0.04,30,20,3.7,9.1,5,10,0.4,2.7
3,N19,N,153,0.06,45,35,4,0,4,0,0.4,NA
4,N19,N,153,0.06,20,10,1,2.6,2,5,0.5,2.3
3,N19,N,153,0.01,40,30,2.6,5.5,7,7,0.5,3.5
5,N19,N,154,0.02,10,0,2.7,2.8,5,8,0.6,0.8
3,N19,N,153,0.05,45,35,1.8,2.2,4,7,0.7,1.2
3,N19,N,154,0.05,45,35,7.3,0,7,0,0.8,NA
5,N19,N,153,0.02,10,0,4.7,5.3,3,7,0.8,1.8
3,N19,N,154,0.01,40,30,6.1,5.7,6,9,0.9,6.2
3,N19,N,154,0.06,45,35,1.6,0,3,0,0.9,NA
5,N19,N,153,0.01,10,0,7.2,7.8,8,8,0.9,1.1
4,N19,N,153,0.04,25,15,1.3,4.5,2,7,1,2.6
4,N19,N,154,0.06,20,10,3.8,7.2,5,8,1.1,2.9
3,N19,N,154,0.04,30,20,4.3,7,6,10,1.2,4.5
3,N19,N,154,0.02,40,30,5.5,7.8,6,10,1.2,2.3
4,N19,N,154,0.01,45,35,2.8,4.2,2,5,1.3,0.6
4,N20,N,156,0.05,20,10,1.8,3.4,0,6,0,0.8
4,N20,N,156,0.04,25,15,0.8,1,0,0,0,0
4,N20,N,158,0.01,45,35,1.2,0.9,0,0,0,0
4,N20,N,159,0.05,20,10,1.7,1.8,0,8,0,0.6
4,N20,N,158,0.06,20,10,3.6,3.6,4,4,0.1,0.7
4,N20,N,156,0.03,25,15,1.7,4.3,4,8,0.2,1.2
3,N20,N,159,0.02,40,30,2.4,3,3,8,0.2,1
4,N20,N,156,0.01,45,35,0.9,1,8,6,0.3,0.2
3,N20,N,159,0.01,40,30,3,5.6,5,8,0.3,1.6
3,N20,N,159,0.06,45,35,1.8,2.1,4,4,0.3,0.4
5,N20,N,159,0.02,10,0,4.5,5.4,6,6,0.3,0.6
4,N20,N,158,0.03,25,15,1.2,2.1,4,7,0.4,2.3
3,N20,N,158,0.01,40,30,5.9,9.5,8,14,0.4,2.4
4,N20,N,158,0.04,25,15,2.7,7.5,7,12,0.5,2.3
